0.161800; -0.161800; 13.000000;,
-0.161800; -0.161800; 13.000000;,
-0.161800; 0.161800; 12.000000;,
-0.161800; -0.161800; 12.000000;,
-0.161800; -0.161800; 13.000000;,
-0.161800; 0.161800; 13.000000;,
0.161800; 0.161800; 13.000000;,
-0.161800; 0.161800; 13.000000;,
-0.161800; -0.161800; 13.000000;,
0.161800; -0.161800; 13.000000;;
